Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Africa,Libya,2008,69.4,women,29.2,134,4.69,69.8,64.1,62.3,2952.78,1.623201414
Europe,Lithuania,2008,66.4,women,26,131,5.15,290,86.1,476,1729.33,-1.240793418
Europe,Luxembourg,2008,77,women,26.1,122,5.45,86,17.2,30.5,245.072,2.076330663
Africa,Madagascar,2008,61.1,women,20.7,133,4.3,107,242,198,10037.735,2.889542219
Africa,Malawi,2008,52.2,women,22.9,134,4.36,68.6,151,88,6974.134,2.899530292
Asia,Malaysia,2008,71.7,women,25.4,124,5.12,1100,389,421,13212.119,1.77365887
Asia,Maldives,2008,74.6,women,26.4,123,4.91,2.28,1.57,1.9,161.102,1.770056854
Africa,Mali,2008,53.6,women,23.1,128,4.14,77.5,570,392,7072.303,3.303722426
Europe,Malta,2008,77.8,women,27.1,124,5.24,27.2,6.12,18.2,206.484,0.404078715
Africa,Mauritania,2008,59.9,women,26.3,130,4.27,30.1,89.1,51.6,1649.899,2.873206311
Africa,Mauritius,2008,69.6,women,26.1,131,4.92,37.9,20.8,34.6,625.01,0.431607973
Americas,Mexico,2008,73.4,women,28.7,122,5.15,2340,2670,3640,56615.017,1.480561786
Asia,Mongolia,2008,62.6,women,25.7,130,4.71,78.4,531,229,1324.955,1.527484998
Europe,Montenegro,2008,72.1,women,25.7,129,5,83.1,18.2,17.3,314.971,0.198506746
Africa,Morocco,2008,71.6,women,26.2,127,4.69,377,137,448,15986.463,1.250161979
Africa,Mozambique,2008,51.6,women,23.3,135,4.37,139,586,310,11546.279,2.712282414
Asia,Myanmar,2008,62.4,women,22.5,123,4.54,945,823,1440,25829.264,0.685640805
Africa,Namibia,2008,53.9,women,25.1,133,4.6,16.1,7.8,12.6,1056.63,1.798524416
Asia,Nepal,2008,65.7,women,20.7,126,4.27,446,160,698,13411.546,1.117136391
Europe,Netherlands,2008,78.1,women,25.5,122,5.28,4840,391,1390,8345.105,0.342603454
Oceania,New Zealand,2008,78.4,women,27.4,119,5.19,828,71.6,190,2179.843,1.010689369
Americas,Nicaragua,2008,69.9,women,27.6,124,4.57,66.3,124,134,2874.141,1.424675053
Africa,Niger,2008,54.7,women,22,135,3.97,100,286,219,7640.715,3.778966597
Africa,Nigeria,2008,49.2,women,23.7,136,4.12,755,3590,976,74317.325,2.652536462
Europe,Norway,2008,78.4,women,25.7,126,5.32,1150,73.5,254,2394.041,0.929173301
Asia,Oman,2008,73.3,women,26.7,127,5.05,16.5,14.3,22.5,1145.584,1.760130187
Asia,Pakistan,2008,63.7,women,23.4,127,4.55,1690,1650,2030,83184.598,2.316377223
Americas,Panama,2008,73.6,women,27.7,123,4.93,81.5,53.5,154,1748.284,1.845563593
Oceania,Papua New Guinea,2008,61.9,women,25.8,120,4.76,148,83.4,187,3427.754,2.457819052
Americas,Paraguay,2008,69.8,women,25.9,124,4.78,151,58.2,135,2990.188,1.338979943
Americas,Peru,2008,70.6,women,26,120,4.75,857,753,1610,14315.467,0.794004125
Asia,Philippines,2008,64.9,women,23.5,122,4.93,2780,1640,926,45105.958,1.571525034
Europe,Poland,2008,71.5,women,25.9,130,5.15,5980,803,2050,19809.415,0.041492437
Europe,Portugal,2008,76.1,women,26.2,127,5.16,857,266,1290,5499.769,0.419863956
Asia,Qatar,2008,76,women,28.9,126,5.25,5.72,4.49,5.69,367.134,9.552669036
Europe,Romania,2008,69.8,women,25.2,129,4.9,1870,867,1270,10705.935,-0.886050391
Africa,Rwanda,2008,59,women,22.1,135,4.29,62.5,137,88,4859.345,2.670034247
Oceania,Samoa,2008,69.4,women,33.7,126,4.69,1.9,1.31,3.21,88.58,0.765581808
Africa,Sao Tome and Principe,2008,63.6,women,24.9,136,4.17,2.62,0.71,4.96,85.878,2.658569823
Asia,Saudi Arabia,2008,72,women,29.6,127,4.84,274,439,197,11371.436,2.575168542
Africa,Senegal,2008,61.2,women,24.3,130,4.24,96.5,285,209,6153.634,2.782577033
