Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Africa,Ghana,2001,56.4,women,23.3,129,4.25,112,492,301,9783.588,2.465904354
Europe,Greece,2001,76.1,women,24.7,125,4.99,1140,636,815,5602.546,0.516311407
Americas,Grenada,2001,68.2,women,26.4,125,4.74,3,2.68,4.02,51.83,0.263086625
Americas,Guatemala,2001,65.1,women,25.8,120,4.56,180,397,717,6076.426,2.400047725
Africa,Guinea,2001,51.2,women,21.9,131,4.23,66.5,340,165,4400.834,2.180157773
Africa,Guinea-Bissau,2001,51.6,women,22.4,130,4.19,12.3,42.2,32.9,634.097,2.198050153
Americas,Guyana,2001,62.3,women,25.8,124,4.45,10.3,11,15.5,373.068,-0.415349791
Americas,Haiti,2001,56.2,women,22.6,124,4.38,230,123,381,4369.302,1.699964178
Americas,Honduras,2001,68.4,women,25.9,122,4.6,87.3,108,243,3393.288,2.671035791
Europe,Hungary,2001,67.8,women,25.5,130,5.19,2370,371,905,5347.078,-0.204552487
Europe,Iceland,2001,78.2,women,25.4,121,5.67,66.4,3.46,17.3,141.34,0.885082084
Asia,India,2001,62.2,women,21,124,4.55,10400,5750,32900,515957.249,1.729057167
Asia,Indonesia,2001,64.7,women,22.3,126,4.61,2510,2790,5510,107066.152,1.330831977
Asia,Iraq,2001,66.9,women,27.8,126,4.91,340,182,215,11993.807,2.99440838
Europe,Ireland,2001,74.6,women,26.1,126,5.44,646,56.3,226,1930.547,1.46760474
Asia,Israel,2001,77,women,26.6,124,5.33,469,94.8,264,3074.136,1.923429515
Europe,Italy,2001,76.8,women,24.8,126,5.27,8320,3640,7940,29340.86,0.284699027
Americas,Jamaica,2001,69.8,women,26.6,125,4.75,82.1,45,90.2,1344.878,0.790660168
Asia,Japan,2001,77.9,women,21.9,124,5.2,21300,13500,35300,65023.636,0.191125997
Asia,Jordan,2001,70.5,women,29.1,123,5.24,50,20.2,46.4,2515.778,1.962133693
Asia,Kazakhstan,2001,58.2,women,25.7,129,4.94,722,450,1190,7742.24,-0.04237287
Africa,Kenya,2001,50.1,women,22.6,128,4.42,204,220,609,16546.531,2.787842848
Oceania,Kiribati,2001,61.3,women,29.8,121,4.66,1.61,1.82,0.92,43.558,1.740125663
Asia,Kuwait,2001,72.5,women,30.3,126,5.38,16.9,13.1,11.3,870.671,2.453457846
Europe,Latvia,2001,64.4,women,25.1,130,5.23,183,49.5,342,1275.234,-1.035713731
Asia,Lebanon,2001,73.3,women,27,129,5,148,35.7,94.2,1994.505,3.446049221
Africa,Lesotho,2001,46.1,women,26.3,129,4.26,35.7,26.4,39,1058.415,0.21720996
Africa,Liberia,2001,51.8,women,22.6,130,4.19,16.1,95.9,58.5,1480.428,3.643993397
Africa,Libya,2001,69,women,28.4,133,4.87,51.6,52,53,2621.982,1.748913623
Europe,Lithuania,2001,65.3,women,25.7,132,5.33,222,58.7,423,1850.149,-0.682177966
Europe,Luxembourg,2001,74.6,women,25.7,126,5.58,61.9,14.2,34.2,223.319,0.903672979
Africa,Madagascar,2001,57.9,women,20.6,131,4.37,85.5,194,182,8164.825,3.139134959
Africa,Malawi,2001,45,women,22.1,131,4.33,56.4,110,81.2,5793.193,2.622044954
Asia,Malaysia,2001,71,women,24.8,125,5.06,818,300,375,11618.585,2.130210429
Asia,Maldives,2001,70,women,25.4,123,4.79,1.83,1.27,2.29,140.796,1.98470186
Africa,Mali,2001,48.1,women,21.8,127,4.21,67.3,488,415,5678.221,2.903270703
Europe,Malta,2001,76.5,women,26.9,127,5.37,20.2,5,18.5,199.675,0.650250775
Africa,Mauritania,2001,58.5,women,25.3,129,4.39,25.5,82.8,45,1357.736,2.676614673
Africa,Mauritius,2001,68.2,women,25.5,131,4.93,30.5,16.6,35.7,602.169,0.789182096
Americas,Mexico,2001,72.2,women,27.8,123,4.98,2090,2230,2880,51089.4,1.485026035
Asia,Mongolia,2001,60.4,women,25.1,129,4.86,76.9,274,246,1212.723,0.907711177
Europe,Montenegro,2001,70.5,women,25.4,130,5.08,74.4,18,18.2,310.297,0.050299702
Africa,Morocco,2001,67.7,women,25.6,127,4.76,289,113,421,14702.639,1.223399117
Africa,Mozambique,2001,47.1,women,22.3,133,4.39,108,494,311,9500.555,2.788866907
Asia,Myanmar,2001,60.4,women,21.4,122,4.38,779,757,1640,24361.274,1.126253427
Africa,Namibia,2001,52.5,women,24.3,132,4.59,14.7,6.28,13.1,944.378,1.624151902
Asia,Nepal,2001,61.9,women,20.1,125,4.35,359,125,627,12243.832,1.85072392
Europe,Netherlands,2001,75.8,women,25.1,124,5.41,3140,252,1310,8082.769,0.56387301
Oceania,New Zealand,2001,76.2,women,26.6,122,5.42,671,54.9,206,1991.29,1.337449345
Americas,Nicaragua,2001,67.4,women,26.6,123,4.59,48.5,95.3,121,2601.423,1.53887768
Africa,Niger,2001,49.9,women,21.4,132,4.11,76.5,256,172,5923.618,3.589854255
Africa,Nigeria,2001,45.7,women,23.2,134,4.11,677,3780,1080,62157.695,2.510437825
Europe,Norway,2001,76.4,women,25.2,128,5.43,881,53.5,292,2282,0.512516936
Asia,Oman,2001,70.8,women,26.4,129,5.12,12.5,11.4,23.5,1014.04,1.94164021
Asia,Pakistan,2001,62.2,women,23,126,4.6,1480,1320,1920,70641.89,2.572967664
Americas,Panama,2001,72.8,women,26.6,123,4.91,65.7,38.9,109,1533.084,1.981037755
Oceania,Papua New Guinea,2001,59.8,women,24.7,118,4.7,115,66.2,148,2937.346,2.162053685
Americas,Paraguay,2001,68.2,women,25.3,124,4.86,116,48.1,128,2673.716,1.96476541
Americas,Peru,2001,68.4,women,25.8,121,4.83,682,612,1530,13438.634,1.277087686
Asia,Philippines,2001,64.3,women,22.9,123,4.84,2160,1500,887,39568.586,2.215558126
Europe,Poland,2001,69.8,women,25.7,130,5.21,4670,861,2150,19834.121,-0.022113558
Europe,Portugal,2001,73.5,women,25.9,130,5.25,662,234,1380,5350.698,0.362100487
Asia,Qatar,2001,75.5,women,28.2,129,5.29,3.35,2.98,3.72,216.184,4.875469355
Europe,Romania,2001,67.2,women,24.9,130,4.99,1530,722,1320,11240.589,-0.593252086
Africa,Rwanda,2001,48.9,women,21.5,133,4.29,51.2,123,119,4207.424,3.688876983
Oceania,Samoa,2001,66.7,women,31.9,125,4.61,1.61,1.14,2.84,84.075,0.601876226
Africa,Sao Tome and Principe,2001,61.7,women,23.8,134,4.3,2.31,0.68,5.25,73.254,1.769936093
Asia,Saudi Arabia,2001,71.1,women,28.6,128,5.02,198,363,181,9633.879,2.321008209
Africa,Senegal,2001,56.6,women,23.4,129,4.34,71.1,259,162,5112.947,2.581764814
Europe,Serbia,2001,69.3,women,25.4,131,5.03,1110,333,533,4795.809,-0.74074856
Africa,Seychelles,2001,67.6,women,27.2,130,5.32,2.4,1.19,1.68,41.389,1.843011811
Africa,Sierra Leone,2001,38.6,women,22.9,133,4.13,27.5,121,85.9,2395.283,3.656634582
Asia,Singapore,2001,76.2,women,23.3,124,4.78,302,94.9,177,1991.954,1.490704623
Europe,Slovenia,2001,72.3,women,26.4,131,5.29,248,42.9,193,1015.358,-0.034261883
Oceania,Solomon Islands,2001,62.8,women,27.7,123,4.67,7.62,5.21,9.32,206.207,2.820742957
Africa,Somalia,2001,49.7,women,22.1,130,4.37,42,118,138,4587.168,3.563870966
Africa,South Africa,2001,52.4,women,28.4,130,4.55,1570,738,790,23103.252,1.347357248
Europe,Spain,2001,76.1,women,26,124,5.2,2460,1430,3330,21016.357,1.119980023
Asia,Sri Lanka,2001,68.2,women,22.7,124,4.62,226,112,357,9497.429,0.91123071
Africa,Sudan,2001,57,women,22.4,128,4.52,429,311,558,13943.262,2.540678313
Americas,Suriname,2001,64.6,women,26.8,125,4.74,14.4,9.88,10.1,235.987,1.256334233
Europe,Sweden,2001,77.6,women,25,125,5.23,1480,227,549,4495.901,0.14525391
Europe,Switzerland,2001,77.2,women,24,122,5.38,1040,160,427,3670.966,0.479547255
Asia,Tajikistan,2001,63,women,23.4,129,4.41,62,69.9,237,3151.363,1.57148539
Asia,Thailand,2001,67.2,women,23.9,121,5.03,5100,4140,1480,32187.719,1.03439685
Asia,Timor-Leste,2001,59,women,21.2,122,4.42,12.1,6.86,14.8,445.912,1.901547335
Africa,Togo,2001,52.7,women,22,130,4.19,44.4,125,78.3,2561.204,2.753584755
Oceania,Tonga,2001,68.8,women,32.7,125,4.85,4.28,3.94,3.53,48.447,0.721413721
Americas,Trinidad and Tobago,2001,65,women,27.4,124,4.75,27.4,17.9,29.8,639.007,0.407123642
Africa,Tunisia,2001,71.1,women,27.1,130,4.82,111,42.7,142,4867.308,0.998697081
Asia,Turkey,2001,67,women,27.8,126,4.87,2090,649,2330,32583.788,1.519310043
Asia,Turkmenistan,2001,59.9,women,24,129,4.67,61.6,58.7,128,2317.935,1.07439249
Africa,Uganda,2001,45.9,women,21.9,132,4.29,207,379,340,12381.575,3.116641317
Europe,Ukraine,2001,61.7,women,25.7,131,4.98,3350,715,6480,25883.849,-0.844888153
Asia,United Arab Emirates,2001,73.7,women,28.9,124,5.36,14.3,9.78,14.4,1063.983,4.626759705
Europe,United Kingdom,2001,75.6,women,26.3,128,5.47,16900,1270,4310,30290.673,0.261262666
Americas,United States,2001,74.3,women,27.6,120,5.31,92300,5610,11100,144358.037,0.985461799
Americas,Uruguay,2001,71.3,women,25.8,125,5.04,231,30.5,242,1716.91,0.223807934
Asia,Uzbekistan,2001,64.2,women,24.8,124,4.53,428,336,862,12625.819,1.388201524
Oceania,Vanuatu,2001,66.2,women,27.1,130,4.73,3.71,1.95,3.64,92.483,2.349490925
Asia,Yemen,2001,59.3,women,25.4,126,4.64,209,141,372,8882.752,2.974615463
Africa,Zambia,2001,43.8,women,22.4,129,4.46,55.4,176,181,5394.084,2.707130437
Africa,Zimbabwe,2001,42.7,women,24.7,131,4.42,177,358,299,6111.887,0.736882825
Asia,Afghanistan,2002,55.5,women,20.6,124,4.29,311,202,785,10958.668,4.475348924
Europe,Albania,2002,71.9,women,25.3,129,4.92,155,89.8,133,1543.247,-0.017881172
Africa,Algeria,2002,69.9,women,25.7,130,4.85,222,119,317,15721.105,1.319124819
Africa,Angola,2002,46.9,women,22.3,130,4.5,169,217,248,8814.755,3.43777338
Americas,Antigua and Barbuda,2002,71.4,women,26.8,125,4.94,1.71,1.48,2.48,41.444,1.27064803
Americas,Argentina,2002,70.5,women,26.7,120,5.14,2280,772,1600,19390.957,1.073489258
Asia,Armenia,2002,68.8,women,26.3,133,4.79,155,139,179,1609.123,-0.591217729
Oceania,Australia,2002,77.6,women,26.3,121,5.33,3140,258,941,9721.034,1.074961363
Europe,Austria,2002,75.7,women,24.8,126,5.38,1280,289,778,4183.003,0.42098521
Asia,Azerbaijan,2002,64.4,women,26.5,129,4.66,197,215,478,4219.23,0.826088421
Americas,Bahamas,2002,69.8,women,28.4,125,5.22,9.46,5.12,11.6,158.124,1.733256128
Asia,Bahrain,2002,74.1,women,28,132,5.21,15,5.28,8.12,307.145,4.166030774
Asia,Bangladesh,2002,66,women,19.7,125,4.4,2700,639,2560,64460.652,1.879858783
Americas,Barbados,2002,71.3,women,28.6,127,4.95,8.45,7.31,16.3,142.102,0.358772264
Europe,Belarus,2002,62.1,women,26.1,130,5.15,450,145,1530,5178.382,-0.578380714
Europe,Belgium,2002,75.2,women,25.1,125,5.46,1540,248,709,5286.007,0.40719375
Americas,Belize,2002,65.7,women,28.9,121,4.76,4.54,5.77,5.91,130.322,2.888767833
Africa,Benin,2002,54.4,women,23.1,130,4.3,61.1,193,116,3691.953,2.961003163
Asia,Bhutan,2002,62.3,women,22.2,125,4.5,5.26,3.03,9.43,297.894,1.447330781
Europe,Bosnia and Herzegovina,2002,72.1,women,26,133,4.76,322,112,191,1912.945,0.088475943
Africa,Botswana,2002,47.2,women,25.5,133,4.72,38.8,19.2,24.9,878.119,1.717966658
Americas,Brazil,2002,67.1,women,25.4,126,4.9,7250,2710,5450,90679.052,1.363323002
Europe,Bulgaria,2002,68.6,women,25.3,129,5.1,569,285,737,4036.378,-0.773700905
Africa,Burkina Faso,2002,50.2,women,21.1,129,4.13,73.2,305,244,6245.192,2.833845703
Africa,Burundi,2002,50.3,women,20.8,132,4.17,43.4,110,138,3406.889,2.658944245
Asia,Cambodia,2002,58,women,21.1,118,4.44,326,149,378,6500.497,1.916718771
Africa,Cameroon,2002,50.2,women,24,126,4.36,197,529,321,8212.674,2.671836509
Americas,Canada,2002,77,women,26.3,121,5.26,8410,505,2220,15728.925,0.950916081
Africa,Central African Republic,2002,42.5,women,21.6,130,4.33,55.5,71.3,99.8,1925.842,2.106395534
Africa,Chad,2002,46.7,women,21.2,127,4.15,63.2,201,144,4527.646,3.905766991
Americas,Chile,2002,74.2,women,27.1,127,5.09,741,317,1100,7967.282,1.081137864
Asia,China,2002,71.4,women,22.7,123,4.45,124000,95700,133000,636323.513,0.613033447
Americas,Colombia,2002,67.9,women,25.9,123,5.02,1300,750,2000,20842.746,1.546365911
Africa,Comoros,2002,58,women,22.1,130,4.38,3.14,7.11,5.5,282.854,2.420619258
Americas,Costa Rica,2002,75.4,women,26.3,122,4.88,77,67.9,232,2043.743,1.679970308
Europe,Croatia,2002,71.4,women,24.8,131,5.09,642,180,499,2280.419,-0.276812191
Americas,Cuba,2002,75.2,women,25.7,126,4.71,1250,295,293,5617.539,0.315686407
Asia,Cyprus,2002,76.2,women,25.6,125,5.26,34.5,9.41,25.4,483.117,1.558748965
Europe,Denmark,2002,74.8,women,24.7,122,5.48,1830,121,260,2713.23,0.257884431
Africa,Djibouti,2002,55.8,women,23.8,129,4.71,3.19,9.72,6.46,373.214,2.180983879
Americas,Dominican Republic,2002,68,women,25.9,126,4.6,225,193,153,4346.856,1.377208473
Americas,Ecuador,2002,70.5,women,26.6,124,4.84,252,324,813,6548.517,1.788937684
Africa,Egypt,2002,66.6,women,29.2,126,4.84,882,1580,897,35475.154,1.857856263
Americas,El Salvador,2002,64.9,women,26.9,120,4.71,125,128,286,3100.543,0.763949463
Africa,Equatorial Guinea,2002,52.1,women,23.2,132,4.7,9.7,9.1,7.54,313.818,3.730857334
Africa,Eritrea,2002,54.6,women,20.6,124,4.25,18.6,43,42.2,1244.879,4.42371798
Europe,Estonia,2002,65.7,women,24.9,130,5.3,148,38,211,738.16,-0.585984585
Africa,Ethiopia,2002,52,women,20.2,124,4.2,391,1010,1140,35166.728,2.90441599
Oceania,Fiji,2002,65.4,women,28.1,127,4.99,10.7,10.5,11.7,400.58,0.082948572
Europe,Finland,2002,74.8,women,25.4,129,5.44,631,173,392,2665.752,0.197858438
Europe,France,2002,75.6,women,24.7,123,5.44,5720,1560,3300,30822.098,0.750507502
Africa,Gabon,2002,58.3,women,24.9,132,4.94,27.5,38.1,28.5,646.74,2.300714178
Africa,Gambia,2002,55.7,women,23.6,130,4.3,5.85,55.4,7.11,705.781,3.308659396
Asia,Georgia,2002,68.7,women,25.8,131,4.71,180,111,264,2231.94,-0.970400801
Europe,Germany,2002,75.4,women,25.6,128,5.59,13800,2390,8640,41771.775,0.033016437
Africa,Ghana,2002,56.6,women,23.5,129,4.24,116,486,318,10024.594,2.463370289
Europe,Greece,2002,76.3,women,24.7,124,4.97,1180,630,829,5630.045,0.490830419
Americas,Grenada,2002,68.4,women,26.5,125,4.73,3.08,2.73,4.11,51.948,0.227667374
Americas,Guatemala,2002,65.5,women,25.9,120,4.56,186,429,748,6222.528,2.404406801
Africa,Guinea,2002,51.4,women,21.9,131,4.22,66.8,343,168,4490.274,2.032342052
Africa,Guinea-Bissau,2002,51.8,women,22.4,130,4.17,12.6,42,34,648.621,2.290501296
Americas,Guyana,2002,62.5,women,25.9,124,4.44,10.5,11.2,15.6,372.163,-0.242583122
Americas,Haiti,2002,56.4,women,22.7,124,4.37,235,125,377,4442.475,1.674706852
Americas,Honduras,2002,68.6,women,26,122,4.59,91.2,112,247,3481.411,2.596979685
Europe,Hungary,2002,68.1,women,25.6,130,5.19,2470,365,889,5336.288,-0.201792456
Europe,Iceland,2002,78.5,women,25.5,121,5.66,68.8,3.63,17.1,142.52,0.83486628
Asia,India,2002,62.6,women,21,124,4.55,10800,6000,32900,524676.537,1.689924508
Asia,Indonesia,2002,64.8,women,22.4,127,4.62,2560,2840,5510,108470.613,1.311769382
Asia,Iraq,2002,66.8,women,27.9,126,4.92,355,187,223,12348.005,2.953174084
Europe,Ireland,2002,75.1,women,26.2,126,5.43,662,59.8,219,1961.303,1.593123607
Asia,Israel,2002,77.3,women,26.7,124,5.3,481,96.5,264,3128.668,1.773896796
Europe,Italy,2002,77.1,women,24.8,126,5.27,8530,3700,7820,29476.13,0.461029431
Americas,Jamaica,2002,70,women,26.6,125,4.74,84,45.3,90.3,1355.253,0.77144544
Asia,Japan,2002,78.1,women,21.9,124,5.2,21900,13800,35200,65141.751,0.181649331
Asia,Jordan,2002,70.7,women,29.1,123,5.21,52.7,21.3,49.3,2565.875,1.991312429
Asia,Kazakhstan,2002,58.6,women,25.8,129,4.93,710,449,1170,7775.882,0.434525409
Africa,Kenya,2002,50.8,women,22.6,128,4.41,215,226,617,17004.033,2.76494209
Oceania,Kiribati,2002,61.5,women,30.1,121,4.68,1.65,1.87,0.94,44.308,1.721842142
Asia,Kuwait,2002,72.6,women,30.3,126,5.35,16.4,12.6,11.4,880.148,1.088470846
Europe,Latvia,2002,64.8,women,25.1,130,5.22,187,51.5,328,1261.579,-1.070783872
Asia,Lebanon,2002,73.7,women,27.1,129,5,167,36.7,97.7,2079.58,4.265469377
Africa,Lesotho,2002,45.4,women,26.3,130,4.26,38.2,27,40.5,1054.653,-0.355437139
Africa,Liberia,2002,52.1,women,22.7,130,4.18,17.1,95.5,61.2,1514.992,2.334730227
Africa,Libya,2002,69.1,women,28.5,133,4.84,53.3,53.4,54.5,2667.872,1.750202709
Europe,Lithuania,2002,65.5,women,25.8,132,5.29,223,63.1,412,1837.028,-0.709186125
Europe,Luxembourg,2002,75,women,25.8,125,5.56,65.5,14.6,34.1,225.06,0.779602273
Africa,Madagascar,2002,58.5,women,20.7,131,4.36,88,200,187,8418.066,3.101609649
Africa,Malawi,2002,45.5,women,22.3,131,4.33,57.7,118,84.7,5939.948,2.533231674
Asia,Malaysia,2002,71.1,women,24.9,125,5.07,847,312,381,11850.2,1.993487159
Asia,Maldives,2002,70.8,women,25.6,123,4.81,1.87,1.29,2.24,143.696,2.059717606
Africa,Mali,2002,48.9,women,21.9,127,4.2,67.8,497,411,5848.244,2.994300504
Europe,Malta,2002,76.7,women,26.9,127,5.34,20.8,5.16,18.6,200.873,0.599974959
Africa,Mauritania,2002,58.6,women,25.4,129,4.37,25.7,83.4,45.7,1394.948,2.740738995
Africa,Mauritius,2002,68.5,women,25.6,131,4.94,32.8,17.4,36.1,606.283,0.68319691
Americas,Mexico,2002,72.4,women,28,123,5,2140,2280,2990,51842.881,1.474828438
Asia,Mongolia,2002,60.6,women,25.2,129,4.83,75.7,307,240,1224.994,1.011855139
Europe,Montenegro,2002,70.6,women,25.4,130,5.08,76,18,18.1,310.77,0.152434603
Africa,Morocco,2002,68.2,women,25.6,127,4.75,298,116,429,14877.638,1.190255709
Africa,Mozambique,2002,47.7,women,22.4,133,4.39,112,505,309,9774.105,2.879305472
Asia,Myanmar,2002,60.7,women,21.6,122,4.39,805,766,1610,24614.137,1.037971167
Africa,Namibia,2002,52,women,24.4,132,4.59,14.7,6.47,13.2,958.79,1.526083835
Asia,Nepal,2002,62.6,women,20.2,125,4.34,373,130,638,12443.825,1.633418361
Europe,Netherlands,2002,76.1,women,25.1,124,5.39,3360,268,1330,8127.782,0.556900735
Oceania,New Zealand,2002,76.6,women,26.7,121,5.38,700,56.9,206,2020.58,1.470905795
Americas,Nicaragua,2002,67.8,women,26.8,123,4.59,51,98.7,121,2639.908,1.47938263
Africa,Niger,2002,50.5,women,21.5,132,4.09,79.3,258,177,6138.148,3.621604229
Africa,Nigeria,2002,46,women,23.2,134,4.11,685,3740,1110,63724.089,2.520032315
Europe,Norway,2002,76.7,women,25.3,128,5.41,918,55.8,291,2293.372,0.498334794
Asia,Oman,2002,71.2,women,26.4,128,5.11,12.9,11.6,23.5,1033.599,1.928819376
Asia,Pakistan,2002,62.4,women,23.1,126,4.59,1510,1360,1960,72381.875,2.463106522
Americas,Panama,2002,72.9,women,26.8,123,4.91,70.2,41,111,1563.013,1.95220875
Oceania,Papua New Guinea,2002,60.1,women,24.9,118,4.71,119,68.5,154,2997.942,2.062950704
Americas,Paraguay,2002,68.5,women,25.4,124,4.85,121,49.3,131,2724.462,1.897957749
Americas,Peru,2002,68.8,women,25.9,121,4.83,707,630,1560,13589.979,1.126193332
Asia,Philippines,2002,64.4,women,23,123,4.86,2250,1430,899,40436.783,2.194157254
Europe,Poland,2002,70.1,women,25.7,130,5.21,4780,846,2100,19823.275,-0.054683543
Europe,Portugal,2002,73.9,women,26,129,5.24,695,238,1360,5369.226,0.34627258
Asia,Qatar,2002,75.5,women,28.3,129,5.29,3.44,3.06,4.13,227.883,5.411593827
Europe,Romania,2002,67.6,women,24.9,129,4.97,1570,737,1320,11178.746,-0.550175796
Africa,Rwanda,2002,50.1,women,21.6,133,4.29,51.8,123,111,4306.107,2.345449377
Oceania,Samoa,2002,67,women,32.1,125,4.62,1.65,1.16,2.9,84.648,0.681534344
Africa,Sao Tome and Principe,2002,61.9,women,23.9,134,4.29,2.35,0.69,5.26,74.623,1.868839927
Asia,Saudi Arabia,2002,71.3,women,28.8,127,4.99,204,373,184,9852.692,2.271286571
Africa,Senegal,2002,57.1,women,23.5,129,4.33,73.3,260,167,5245.441,2.591343114
Europe,Serbia,2002,69.4,women,25.4,131,5.04,1150,332,533,4765.917,-0.623294214
Africa,Seychelles,2002,67.7,women,27.3,130,5.31,2.47,1.2,1.7,42.259,2.10200778
Africa,Sierra Leone,2002,39.5,women,23,133,4.11,29.9,125,94.5,2501.018,4.414300941
Asia,Singapore,2002,76.5,women,23.2,123,4.83,310,98.1,178,2014.839,1.148871912
Europe,Slovenia,2002,72.6,women,26.4,131,5.28,260,43.8,187,1015.661,0.029841691
Oceania,Solomon Islands,2002,63.3,women,27.9,123,4.66,7.89,5.44,9.84,212.048,2.832590552
Africa,Somalia,2002,50,women,22.2,130,4.36,42.7,121,139,4745.059,3.442014768
Africa,South Africa,2002,51.6,women,28.5,130,4.56,1560,750,790,23397.962,1.275621285
Europe,Spain,2002,76.4,women,26.1,124,5.19,2620,1450,3340,21300.575,1.352365684
Asia,Sri Lanka,2002,68.9,women,22.7,124,4.63,233,119,360,9593.655,1.013179462
Africa,Sudan,2002,57.4,women,22.5,128,4.52,444,319,563,14306.62,2.60597556
Americas,Suriname,2002,64.8,women,26.9,125,4.74,14.8,10.1,10.3,238.872,1.22252497
Europe,Sweden,2002,77.8,women,25,125,5.18,1520,224,537,4505.475,0.212949529
Europe,Switzerland,2002,77.6,women,24.1,122,5.35,1080,165,421,3691.273,0.553178646
Asia,Tajikistan,2002,63.4,women,23.4,129,4.39,63.6,70.8,240,3203.159,1.643606274
Asia,Thailand,2002,67.5,women,24,121,5.04,5070,4290,1490,32484.85,0.923119156
Asia,Timor-Leste,2002,59.9,women,21.3,122,4.42,12.5,7.04,15.1,456.577,2.391727516
Africa,Togo,2002,52.9,women,22.1,130,4.17,45.4,126,81.2,2628.235,2.617167551
Oceania,Tonga,2002,68.8,women,32.9,125,4.86,4.3,4.01,3.55,48.871,0.87518319
Americas,Trinidad and Tobago,2002,65.1,women,27.5,124,4.76,27.4,17.5,29.5,642.242,0.506254235
Africa,Tunisia,2002,71.3,women,27.3,130,4.83,117,44.6,148,4912.232,0.92297426
Asia,Turkey,2002,67.6,women,27.9,126,4.86,2110,656,2300,33071.044,1.495393967
Asia,Turkmenistan,2002,60.2,women,24.1,129,4.66,58,59.9,120,2341.554,1.018967314
Africa,Uganda,2002,47.1,women,22,133,4.29,219,403,345,12772.573,3.157901963
Europe,Ukraine,2002,61.7,women,25.7,131,4.95,3240,735,6340,25671.778,-0.819317869
Asia,United Arab Emirates,2002,74,women,29,123,5.35,14.9,10.1,14.9,1113.817,4.68372145
Europe,United Kingdom,2002,75.9,women,26.4,128,5.45,17300,1310,4230,30366.072,0.248918207
Americas,United States,2002,74.5,women,27.8,120,5.29,93800,5780,11100,145654.766,0.898272813
Americas,Uruguay,2002,71.5,women,25.9,125,5,239,31,240,1718.306,0.081308863
Asia,Uzbekistan,2002,64.4,women,24.9,124,4.51,432,347,871,12790.892,1.307424097
Oceania,Vanuatu,2002,66.6,women,27.2,131,4.72,3.85,2.03,3.79,94.826,2.533438578
Asia,Yemen,2002,59.6,women,25.6,126,4.63,215,143,376,9145.682,2.960006088
Africa,Zambia,2002,44.7,women,22.4,130,4.46,57.1,179,179,5538.432,2.676042865
Africa,Zimbabwe,2002,42.6,women,24.7,131,4.41,184,364,321,6154.635,0.699423926
Asia,Afghanistan,2003,56.1,women,20.7,124,4.28,323,211,812,11466.237,4.631666914
Europe,Albania,2003,72.2,women,25.3,129,4.92,159,86,136,1543.176,-0.004600689
Africa,Algeria,2003,70.4,women,25.8,130,4.84,230,124,324,15930.173,1.32985563
Africa,Angola,2003,48,women,22.4,130,4.5,173,222,251,9122.235,3.488242158
Americas,Antigua and Barbuda,2003,71.6,women,26.9,125,4.93,1.72,1.46,2.44,41.886,1.066499373
Americas,Argentina,2003,70.7,women,26.8,120,5.12,2360,767,1610,19594.321,1.048756903
Asia,Armenia,2003,69.1,women,26.5,133,4.79,160,142,186,1599.617,-0.59075658
Oceania,Australia,2003,78,women,26.4,120,5.3,3250,278,964,9833.263,1.154496528
Europe,Austria,2003,76.1,women,24.9,126,5.36,1320,294,771,4203.463,0.489122288
Asia,Azerbaijan,2003,64.9,women,26.7,129,4.65,202,219,501,4255.236,0.85337846
Americas,Bahamas,2003,70.1,women,28.6,125,5.21,9.9,5.25,11.7,160.976,1.80364777
Asia,Bahrain,2003,74.3,women,28.1,132,5.2,15.2,5.32,8.44,320.83,4.45555031
Asia,Bangladesh,2003,66.4,women,19.9,125,4.39,2620,665,2570,65621.3,1.800552684
Americas,Barbados,2003,71.4,women,28.7,127,4.95,8.61,7.21,16.2,142.595,0.346933893
Europe,Belarus,2003,62.3,women,26.2,130,5.13,437,146,1470,5148.737,-0.572476113
Europe,Belgium,2003,75.5,women,25.1,124,5.43,1580,250,673,5311.43,0.480949041
Americas,Belize,2003,65.9,women,29.1,121,4.75,4.67,5.78,5.76,133.849,2.706373444
Africa,Benin,2003,54.9,women,23.3,130,4.29,63.3,195,120,3801.242,2.96019478
Asia,Bhutan,2003,63.1,women,22.3,125,4.5,5.45,3.15,9.41,301.621,1.251116169
Europe,Bosnia and Herzegovina,2003,72.2,women,26,133,4.76,333,125,198,1914.271,0.069317205
Africa,Botswana,2003,47.9,women,25.6,133,4.72,39.6,19.4,25,892.835,1.675854867
Americas,Brazil,2003,67.5,women,25.5,126,4.89,7630,2800,5590,91864.663,1.307480585
Europe,Bulgaria,2003,68.8,women,25.3,129,5.08,580,288,713,4005.709,-0.759814864
Africa,Burkina Faso,2003,50.9,women,21.2,130,4.12,74.5,307,251,6423.21,2.850480818
Africa,Burundi,2003,50.5,women,20.9,132,4.16,44,111,135,3508.789,2.990998533
Asia,Cambodia,2003,58.9,women,21.2,118,4.46,336,153,379,6615.661,1.771618385
Africa,Cameroon,2003,50.8,women,24.2,126,4.35,202,534,331,8433.249,2.685787844
Americas,Canada,2003,77.3,women,26.4,120,5.24,8730,530,2150,15882.973,0.979393061
Africa,Central African Republic,2003,42.6,women,21.8,130,4.32,56.5,71.9,99.9,1964.888,2.027476813
